NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,TITOLI_RILASCIATI,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
ECOFOR_SERVICE_SPA,00163020506,00163020506,CERTIFICATI VERDI,5672,199,quantita,1,2024
INIZIATIVE_BRESCIANE-INBRE-S.P.A.,03000680177,01846560983,CERTIFICATI VERDI,2445,-65,quantita,1,2024
IREN_AMBIENTE_S.P.A.,01591110356,01591110356,CERTIFICATI VERDI,2265,565,quantita,9,2024
SARDINIA_BIO_ENERGY_SRL,02927670923,02927670923,CERTIFICATI VERDI,1956,-110,quantita,10,2024
SPER_S.P.A.,02719930980,02719930980,CERTIFICATI VERDI,6945,-3397,quantita,11,2024
