NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,41624.94,euro,5,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,87404.8,euro,6,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,114955.33,euro,7,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,128140.41,euro,8,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,70165.06,euro,9,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,93355.69,euro,10,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_I,90892.43,euro,11,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_R,21264.32,euro,6,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_R,16222.03,euro,7,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_R,13736.88,euro,8,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_R,7115.43,euro,9,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_R,10076.16,euro,10,2020
AIMAG SPA,00664670361,00664670361,BIOMETANO,BMT_10060_R,12547.2,euro,11,2020
AMIACQUE S.R.L.,03988160960,03988160960,BIOMETANO,BMT_10045,118389.87,euro,10,2020
AMIACQUE S.R.L.,03988160960,03988160960,BIOMETANO,BMT_10045,69451.04,euro,11,2020
ANZIOBIOWASTE S.R.L.,02835040599,02835040599,BIOMETANO,BMT_10031,3331.21,euro,8,2020
ANZIOBIOWASTE S.R.L.,02835040599,02835040599,BIOMETANO,BMT_10031,10708.02,euro,9,2020
ANZIOBIOWASTE S.R.L.,02835040599,02835040599,BIOMETANO,BMT_10031,11053.15,euro,10,2020
ANZIOBIOWASTE S.R.L.,02835040599,02835040599,BIOMETANO,BMT_10031,14626.32,euro,11,2020
ANZIOBIOWASTE S.R.L.,02835040599,02835040599,BIOMETANO,BMT_10031,14855.31,euro,12,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,34685.24,euro,1,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,37826.88,euro,2,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,33133.12,euro,3,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,28503.13,euro,4,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,21233.9,euro,5,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,22674.45,euro,6,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,26437.61,euro,7,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,16967.23,euro,8,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,10466.1,euro,9,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,15422.4,euro,10,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,23555.46,euro,11,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,31441.59,euro,12,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,160908.23,euro,1,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,145580.83,euro,2,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,137453.31,euro,3,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,131982.51,euro,4,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,124131.67,euro,5,2020
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,139437.13,euro,6,2020
