NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
A.C.I.A.M. S.P.A.,90012310661,01361940669,BIOMETANO,BMT_10170_R,7456.86,euro,11,2023
A.C.I.A.M. S.P.A.,90012310661,01361940669,BIOMETANO,BMT_10170_R,36892.35,euro,12,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,238964.42,euro,1,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,258458.92,euro,2,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,327655.84,euro,3,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,196806.7,euro,4,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,150802.43,euro,5,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,137762.48,euro,6,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,80354.52,euro,7,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,82534.58,euro,8,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,91454.03,euro,9,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,96292.61,euro,10,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,96104.62,euro,11,2023
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,121649.16,euro,12,2023
