NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,293532.27,euro,1,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,223958.02,euro,2,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,304131.29,euro,3,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,240893.84,euro,4,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,48316.08,euro,5,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,365034.63,euro,6,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,312047.5,euro,7,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,285033.35,euro,8,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,212715.73,euro,9,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,509890.53,euro,10,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,654018.17,euro,11,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062,542004.3,euro,12,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062_I,2023265.97,euro,1,2022
ACEA PINEROLESE INDUSTRIALE S.P.A.,05059960012,05059960012,BIOMETANO,BMT_10062_I,168986.22,euro,2,2022
