NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,22889.62,euro,6,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,39796.43,euro,7,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,41110.85,euro,8,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,28147.97,euro,9,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,26144.39,euro,10,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,25704.37,euro,11,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025,28409.84,euro,12,2019
ASJA AMBIENTE ITALIA SPA,06824320011,06824320011,BIOMETANO,BMT_10025_I,878267.95,euro,12,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10022_R,34939.28,euro,10,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10022_R,41861.49,euro,11,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10022_R,55485.02,euro,12,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10023_R,12762.23,euro,8,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10023_R,24187.35,euro,9,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10023_R,32082.06,euro,10,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10023_R,42653.14,euro,11,2019
CAVIRO EXTRA S.P.A.,02274140397,02274140397,BIOMETANO,BMT_10023_R,30843.43,euro,12,2019
DP LUBRIFICANTI SPA,02575570920,02575570920,BIOMETANO,BMT_10037,1028709.37,euro,7,2019
DP LUBRIFICANTI SPA,02575570920,02575570920,BIOMETANO,BMT_10037,18697.26,euro,11,2019
