NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
A2A AIRPORT ENERGY S.P.A.,10624440151,10624440151,CERTIFICATI VERDI,ECV0919,1481871.3,euro,1,2025
ALPERIA ECOPLUS SRL,02413180213,02413180213,CERTIFICATI VERDI,ECV2072,711715.22,euro,10,2025
EDISON SPA,06722600019,08263330014,CERTIFICATI VERDI,ECV0010,2908739.16,euro,9,2025
ISAB S.R.L.,01629050897,01629050897,CERTIFICATI VERDI,ECV2172,55556.9,euro,2,2025
