NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,TITOLI_RILASCIATI,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
ALPERIA_ECOPLUS_SRL,02413180213,02413180213,CERTIFICATI VERDI,8730,15184,quantita,3,2025
EDISON_SPA,06722600019,08263330014,CERTIFICATI VERDI,3485,33329,quantita,6,2025
SUD_SEVESO_SERVIZI_SPA,81004970133,02288790138,CERTIFICATI VERDI,4368,0,quantita,9,2025
