NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
BURGO GROUP SPA,13051890153,13051890153,CERTIFICATI VERDI,ECV0230,333285.06,euro,7,2024
CONSORTIUM WALDER & MAIRHOFER,01435930217,01435930217,CERTIFICATI VERDI,ECV1853,39059.82,euro,8,2024
ISAB S.R.L.,01629050897,01629050897,CERTIFICATI VERDI,ECV2172,2603447.86,euro,11,2024
